host_time,at_s,threads,handles,managed_heap_mb,value_events,error_events
2026-09-16 00:44:01.809,0.0,18,340,1.73,0,0
2026-09-16 00:44:31.825,30.0,23,414,1.84,1406,0
2026-09-16 00:45:01.876,60.1,20,410,1.84,2767,0
