seq,host_time,event_type,error_class,code,source,level,message_key,context
843,2026-09-15 23:38:13.407,LinkError,LinkDown,MODBUS.LINK,Device,Error,ss.error.comm,"device=IM-01, transport=lineA, unit=1, InputRegister@0, elapsed=1000ms, consecutive=11"
1007,2026-09-15 23:38:17.510,TimeoutError,Transient,MODBUS.TIMEOUT,Device,Error,ss.error.comm,"device=IM-01, transport=lineA, unit=1, DiscreteInput@1, elapsed=4094ms, consecutive=3"
